provider,region_name,type,metro,country,latitude,longitude,zones
Microsoft Azure,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Microsoft Azure,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Microsoft Azure,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Oracle Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Tencent Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Tencent Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Amazon Web Services,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Amazon Web Services,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Amazon Web Services,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Google Cloud,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Google Cloud,,On Ramp,Seattle,United States,47.6143473,-122.338515,
IBM Cloud,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Microsoft Azure,,On Ramp,Seattle,United States,47.6143473,-122.338515,
Alibaba Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Alibaba Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Alibaba Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Alibaba Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Amazon Web Services,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Amazon Web Services,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Amazon Web Services,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Amazon Web Services,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Amazon Web Services,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Google Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
IBM Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
IBM Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
IBM Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
IBM Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
IBM Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Microsoft Azure,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Microsoft Azure,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Microsoft Azure,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Oracle Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Oracle Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Tencent Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Tencent Cloud,,On Ramp,Washington,United States,38.95054655734388,-77.36459024433911,
Alibaba Cloud,,On Ramp,Ho Chi Minh City,Vietnam,10.8572396,106.7861407,
